物件番号,物件名,店舗名,物件種目,物件種別,ステータスと物件種別,レインズと物件種別,ステータス（公開、済み等）,都道府県,市区,町域,以降番地,小学校,中学校,路線,駅,バス停名１,バス乗車時間１,徒歩（分）,路線２,駅２,バス停名２,バス乗車時間２,徒歩（分）２,路線３,駅３,バス停名３,バス乗車時間３,徒歩（分）３,その他交通,その他交通徒歩（分）,現況,明渡,自社/他社,取引態様種別,備考,価格（万円）,最終取引価格（万円）,坪単価,建物構造,建物号室,土地面積（㎡）,土地坪,地目,建物面積（㎡）,建坪,間取,土地権利,借地料(円）,借地期間,完成,完成予定、完成済み,新築/中古,道路１,道路２,道路３,私道,私道面積（㎡）,専有面積（㎡）,バルコニー面積（㎡）,階数,所在階,管理費（円）,修繕費（円）,駐車場,駐車場（円/月）,管理形態,施工会社,管理会社,用途地域,その他規制,都市計画,建蔽率,容積率,設備,特記事項,業者名,業者電話番号,業者FAX,業者担当,物件登録日時,更新日時,広告掲載,ホームページ掲載,アットホーム掲載,HOMES掲載,SUUMO掲載,制限事項（SUUMO専用）,メモ（非公開情報）,参考資料,リゾート物件,収益物件,物件URL,ログイン時非掲載,取込緯度,取込経度
48878048,嘉島町上六嘉,,土地,売地,売地,売地,公開,熊本県,上益城郡嘉島町,上六嘉,1005番地1,嘉島東小,嘉島中,,,,,,,,,,,,,,,,西村入口バス停,13,更地,相談,,媒介,,500,,,,,467,,畑,,,,所有権,,,,,,南側:公道:幅員4m:間口10.5m,,,無,,,,,,,,,,,,,無指定,集落内開発区域　農地転用5条許可必要,市街化調整区域,70,200,プロパンガス（個別）:井戸:電気:浄化槽（集中）:側溝,,トチスマ・ショップ熊本中央店,096-223-5064,096-223-5224,,,2019/6/18 13:22,,,,,,,,,,,,,32.7410702,130.7690641
48878045,上益城郡御船町陣,,土地,売地,売地,売地,公開,熊本県,上益城郡御船町,陣,54483,小坂小学校,御船中学校,,,,,,,,,,,,,,,,陣バス停,10,更地,即,他社,専任,,420,,,,,279.09,,宅地,,,,所有権,,,,,,南東側:公道:幅員4m:間口19.5m,,,,,,,,,,,,,,,,無指定,,非線引区域,70,200,上水道:下水道:電気,,株式会社スマイリーフ不動産,096-276-6787,096-276-6785,,,2019/3/30 11:47,,,,,,,,,,,,,32.7221318,130.7746224
48878008,御船町高木　分譲地A号地,,土地,売地,売地,売地,公開,熊本県,上益城郡御船町,高木,　A号地,,,,,,,,,,,,,,,,,,六嘉バス停,9,更地,即,他社,媒介,旗竿地上水道本管引込要　浄化槽補助金対象区域,372.6,,,,,189.49,,宅地,,,,所有権,,,,,,北西側:公道:幅員4m:間口3m,,,無,,,,,,,,,,,,,無指定,,市街化区域,70,200,プロパンガス（個別）:上水道:電気:浄化槽（個別）,,コガ開発,096-329-6887,096-228-9500,,,2019/3/26 16:53,,,,,,,,,,,,,32.7358396,130.7943836
48877999,御船町御船,,土地,売地,売地,売地,公開,熊本県,上益城郡御船町,御船,873,御船小学校,御船中学校,,,,,,,,,,,,,,,,中辺田見バス停,5,更地,相談,他社,専属専任,,500,,,,,253.88,,宅地,,,,所有権,,,,,,西側:公道:幅員6m:間口6.2m,,,,,,,,,,,,,,,,近隣商業,,非線引区域,80,200,,,ベスト・グリーン株式会社,096-364-5010,096-364-5029,,,2019/4/12 16:55,,,,,,,,,,,,,32.70693,130.7931179
48877998,上益城郡益城町宮園,,土地,売地,売地,売地,公開,熊本県,上益城郡益城町,宮園,650-10,益城中央小学校,,,,,,,,,,,,,,,,,木山下町バス停,10,更地,即,他社,専属専任,,580,,,,,206.62,,宅地,,,,所有権,,,,,,東側:私道:間口2m,,,,142,,,,,,,,,,,,1種低層,,市街化区域,40,80,,,有限会社エステート仁,096-331-7667,096-331-7668,,,2019/3/30 12:31,,,,,,,,,,,,,32.7950221,130.8125652
48838536,東区広木町　分譲地B号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,広木町,20-17　B号地,,,,,,,,,,,,,,,,,,広木バス停,6,更地,期日指定,他社,売主,上下水道加入金及び検査料負担有り,"1,450",,,,,165.31,,宅地,,,,所有権,,,,,,,,,無,,,,,,,,,,,,,1種低層,,市街化区域,40,80,上水道:下水道,セットバック済,株式会社リタ不動産,096-377-7000,096-377-7001,,,2019/3/19 16:57,,,,,,,,,,,,,32.7723204,130.7547576
48838535,東区広木町　分譲地C号地,,土地,売地,売地,売地,公開,熊本県,熊本市東区,広木町,20-17　C号地,,,,,,,,,,,,,,,,,,広木バス停,6,更地,期日指定,他社,売主,上下水道加入金及び検査料負担有り,"1,580",,,,,193.01,,宅地,,,,所有権,,,,,,,,,無,,,,,,,,,,,,,1種低層,,市街化区域,40,80,上水道:下水道,セットバック済,株式会社リタ不動産,096-377-7000,096-377-7001,,,2019/4/16 14:49,,,,,,,,,,,,,32.7723204,130.7547576
48838534,南区上ノ郷　分譲地2号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,上ノ郷,2丁目7-13　2号地,,,,,,,,,,,,,,,,,,,,更地,相談,他社,専属専任,,"1,258",,,,,124.2,,宅地,,,,所有権,,,,,,西側:私道:幅員4m:間口9.4m,,,,129,,,,,,,,,,,,2種中高,,市街化区域,60,80,電気,,株式会社リタ不動産,096-377-7000,096-377-7001,,,2019/4/16 14:52,,,,,,,,,,,,,32.7661566,130.6851733
48838519,東区小峯,,土地,売地,売地,売地,公開,熊本県,熊本市東区,小峯,1丁目6-85、86,山ノ内小学校,錦ケ丘中学校,,,,,,,,,,,,,,,,西小峯バス停,2,更地,相談,他社,専属専任,,"2,325",,,,,306.91,,宅地,,,,所有権,,,,,,西側:私道:幅員3.9m， 東側:私道:幅員3.9m,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,150,プロパンガス（個別）:上水道:下水道:電気,セットバック要,K不動産/有限会社コザワ,096-200-7222,096-368-2963,,,2019/3/19 16:06,,,,,,,,,,,,,32.8021259,130.7745048
48838516,東区花立,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市東区,花立,6丁目13-53,桜木東小学校,桜木中学校,,,,,,,,,,,,,,,,府内古閑バス停,7,居住中,相談,他社,専任,前面道路E判定の為再建築不可上水道管：東側所有者敷地を経由し引込まれてます,"1,500",,,木造,,385.22,,宅地,85.24,,4SDK,所有権,,,Feb-71,完成済み,中古,南側:公道:幅員2.4m:間口17m,,,,340,,,1,,,,,,,,,1種低層,高さ制限10m,市街化区域,40,80,プロパンガス（個別）:上水道:下水道:電気,閑静な住宅街,株式会社明和不動産/住宅事業部,096-322-1508,096-322-1577,,,2019/5/10 14:08,,,,,,,,,,,,,32.7856677,130.7768392
48838514,南区御幸笛田,,土地,売地,売地,売地,公開,熊本県,熊本市南区,御幸笛田,4丁目17-50,,,,,,,,,,,,,,,,,,笛田神社バス停,4,上物有,相談,他社,専任,古家有り（昭和53年9月築）土地面積の内、26㎡は専用通路（地目：公衆用道路）,"1,050",,,,,176.08,,宅地,,,,所有権,,,,,,北西側:公道:幅員4m,,,含,26,,,,,,,,,,,,1種中高,,市街化区域,60,150,プロパンガス（個別）:上水道:下水道:電気,,Ｓｔｏｒｙ　Ｈｏｕｓｅ/株式会社住管理システム,096-378-2840,096-285-4422,,,2019/6/4 13:39,,,,,,,,,,,,,32.7609443,130.7154015
48838492,南区八分字町,,土地,売地,売地,売地,公開,熊本県,熊本市南区,八分字町,360-5,飽田東小学校,飽田中学校,,,,,,,,,,,,,,,,八分字町バス停,7,更地,相談,他社,媒介,農地転用要,"2,400",,,,,401,,畑,,,,所有権,,,,,,東側:公道:幅員5m:間口20m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,下水道:側溝,,有限会社城山不動産管理,096-329-5733,096-329-1060,,,2019/6/6 17:45,,,,,,,,,,,,,32.761015,130.6629304
48838490,南区並建町,,土地,売地,売地,売地,公開,熊本県,熊本市南区,並建町,516-1,,,,,,,,,,,,,,,,,,並建バス停,1,上物有,即,他社,専任,昭和40年1月完成の2LDKの古家有り,400,,,,,142.14,,宅地,,,,所有権,,,,,,北側:,,,,,,,,,,,,,,,,無指定,集落内開発地域,市街化調整区域,40,80,プロパンガス（個別）:上水道:電気:浄化槽（個別）,,株式会社ジャストライフ,096-355-0320,096-274-0320,,,2019/3/19 14:01,,,,,,,,,,,,,32.7551388,130.6419231
48838486,南区川尻,,土地,売地,売地,売地,公開,熊本県,熊本市南区,川尻,3丁目9,川尻小学校,城南中学校,,,,,,,,,,,,,,,,上外城バス停,3,更地,相談,他社,専任,上水道宅内引込要下水道宅内引込済,420,,,,,181.45,,宅地,,,,所有権,,,,,,東側:公道:幅員1.36m,,,,,,,,,,,,,,,,1種住居,,市街化区域,60,200,プロパンガス（個別）:上水道:下水道:電気:側溝,セットバック要,株式会社南部不動産,096-358-2198,096-358-2210,,,2019/6/4 13:31,,,,,,,,,,,,,32.7389638,130.6763951
48838459,西区城山薬師,,土地,売地,売地,売地,公開,熊本県,熊本市西区,城山薬師,3丁目10-18,城山小学校,三和中学校,,,,,,,,,,,,,,,,西区役所前バス停,10,更地,相談,他社,専任,,750,,,,,231,,宅地,,,,所有権,,,,,,南側:， 東側:,,,,,,,,,,,,,,,,,,調整区域,40,80,,,有限会社水町不動産,096-354-4518,096-356-8347,,,2019/5/23 17:46,,,,,,,,,,,,,32.7715536,130.6461068
48838451,東区西原,,土地,売地,売地,売地,公開,熊本県,熊本市東区,西原,2丁目35-21,西原小学校,西原中学校,,,,,,,,,,,,,,,,託麻団地入口バス停,2,上物有,相談,他社,専任,解体更地渡し,"1,550",,,,,190.83,,宅地,,,,所有権,,,,,,南東側:公道:幅員4m:間口9.4m,,,無,,,,,,,,,,,,,2種中高,,市街化区域,60,150,上水道:下水道,,株式会社コスギ不動産/光の森支店,096-213-5500,096-213-5222,,,2019/6/10 15:06,,,,,,,,,,,,,32.8170735,130.7585176
48838430,中央区渡鹿,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,渡鹿,2丁目4-17,,,,,,,,,,,,,,,,,,託麻本通りバス停,2,更地,相談,他社,専属専任,公費解体の為基礎が多少残っています。,"3,023.52",,,,,208.26,,宅地,,,,所有権,,,,,,北側:， 東側:,,,,,,,,,,,,,,,,2種中高,,市街化区域,60,200,都市ガス:上水道:下水道:電気,角地,有限会社三喜企画,096-371-8001,096-363-6377,,,2019/3/19 12:05,,,,,,,,,,,,,32.8052128,130.7360638
48807733,中央区本荘町,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,本荘町,字麦田680番17,向山小学校,江南中学校,,,,,,,,,,,,,,,,向山校バス停,4,上物有,相談,他社,専属専任,事故物件（2年程前に上物内にて自殺有り）,"2,438",,,,,257,,宅地,,,,所有権,,,,,,南側:私道:幅員4m,,,,,,,,,,,,,,,,2種住居,準防火地域,市街化区域,60,200,上水道:下水道:電気,,トチスマ・ショップ熊本中央店,096-223-5064,096-223-5224,,,2019/6/18 13:22,,,,,,,,,,,,,32.7841983,130.7025475
48733899,北区津浦町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,津浦町,43545,壺川小学校・高平台小学校,京陵中学校・竜南中学校,,,,,,,,,,,,,,,,舟場バス停,4,更地,相談,他社,専任,,"1,420",,,,,333.55,,宅地,,,,所有権,,,,,,東側:公道:幅員3.6m:間口14m,,,無,,,,,,,,,,,,,2種中高,,市街化区域,60,200,上水道:下水道,,株式会社コスギ不動産/光の森支店,096-213-5500,096-213-5222,,,2019/6/10 15:07,,,,,,,,,,,,,32.8232276,130.7101335
48733754,南区川尻,,土地,売地,売地,売地,公開,熊本県,熊本市南区,川尻,3丁目17-17,川尻小学校,城南中学校,,,,,,,,,,,,,,,,上外城バス停,2,上物有,相談,他社,一般,,340,,,,,96.99,,宅地,,,,所有権,,,,,,北側:公道:幅員8.3m， 西側:公道:幅員3.7m,,,無,,,,,,,,,,,,,1種住居,景観法、航空法,市街化区域,60,200,プロパンガス（個別）:上水道:下水道:電気,閑静な住宅街,株式会社コスギ不動産,096-368-0001,096-368-0002,,,2019/6/10 15:21,,,,,,,,,,,,,32.737677,130.6765338
48733713,北区清水亀井町,,土地,売地,売地,売地,公開,熊本県,熊本市北区,清水亀井町,46,清水小学校,竜南中学校,,,,,,,,,,,,,,,,熊本電気鉄道　亀井駅,1,その他,相談,他社,媒介,現在、月極駐車場（満車）9台分、3.14万/月（年間収入37.68万円　利回り5％）,750,,,,,132,,田,,,,所有権,,,,,,東側:公道:幅員4m,,,無,,,,,,,,,,,,,1種中高,,市街化区域,60,150,都市ガス:プロパンガス（個別）:下水道:電気:側溝,,日義不動産商事,096-345-0201,096-345-0285,,,2019/3/14 12:29,,,,,,,,,,,,,32.8374838,130.7223592
48733706,北区兎谷,,土地,売地,売地,売地,公開,熊本県,熊本市北区,兎谷,1丁目1,清水小学校,竜南中学校,,,,,,,,,,,,,,,,北津留バス停,5,更地,相談,他社,売主,,"1,280",,,,,213.61,,宅地,,,,所有権,,,,,,北西側:公道:幅員4m:間口16.6m， 南西側:私道:幅員3m:間口11.4m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,都市ガス:上水道:下水道:電気,日当たり良好,有限会社不動産のマツムラ,096-344-9889,096-344-9877,,,2019/5/27 14:24,,,,,,,,,,,,,32.8373338,130.7310645
48733702,北区麻生田,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市北区,麻生田,4丁目7-60,麻生田小学校,清水中学校,,,,,,,,,,,,,,,,楡木小学校バス停,4,空,即,他社,媒介,,"1,300",,,木造,,252.66,,宅地,141.14,,5DK,所有権,,,May-73,完成済み,中古,東側:公道:幅員4m:間口10.3m,,,無,,,,2,,,,有,,,,,1種中高,,市街化区域,60,150,都市ガス:上水道:下水道:電気:ウォシュレット,駐車場2台分:閑静な住宅街,株式会社Cityエステート,096-384-6006,096-384-6116,,,2019/3/14 11:47,,,,,,,,,,,,,32.8508728,130.7508391
48733699,北区清水岩倉,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市北区,清水岩倉,1丁目17--2,清水小学校,清水中学校,,,,,,,,,,,,,,,,清水ヶ丘バス停,4,賃貸中,相談,他社,媒介,3月下旬以降退去予定、その後内覧区画整理地内,"1,400",,,木造,,173.44,,宅地,103.51,,4LDK,所有権,,,Jul-97,完成済み,中古,北側:公道:幅員8m:間口12.7m,,,無,,,,2,,,,,,,,,1種低層,,市街化区域,40,80,上水道:下水道,閑静な住宅街,株式会社光の森不動産,096-233-2878,096-202-4562,,,2019/3/14 11:52,,,,,,,,,,,,,32.8424945,130.7386531
48733663,中央区帯山,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,帯山,1丁目10番7号,帯山西小学校,帯山中学校,,,,,,,,,,,,,,,,渡瀬バス停,4,上物有,即,他社,専属専任,道路判定：D-1セットバックが必要となります。,"1,900",,,,,169.31,,宅地,,,,所有権,,,,,,東側:公道:幅員3.9m:間口11.8m， 北側:公道:幅員3.7m:間口11.3m， 西側:公道:幅員3.9m:間口10.6m,,,無,,,,,,,,,,,,,2種中高,,市街化区域,60,200,都市ガス:上水道:下水道:電気,セットバック要,株式会社COCOプランナーズ,096-383-4445,096-383-4445,,,2019/5/14 10:12,,,,,,,,,,,,,32.8004729,130.7389234
48688281,西区池田,,土地,売地,売地,売地,公開,熊本県,熊本市西区,池田,2丁目51,池田小学校,,,,,,,,,,,,,,,,,富尾団地バス停,7,更地,相談,他社,専任,下水道受益者負担金未不可法43条も許可必要,550,,,,,208.25,,宅地,,,,所有権,,,,,,東側:,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,プロパンガス（個別）:上水道:下水道,,大和地所株式会社,096-285-6942,096-285-6943,,,2019/3/19 16:06,,,,,,,,,,,,,,
48688222,北区四方寄町,,戸建,戸建,戸建,戸建,公開,熊本県,熊本市北区,四方寄町,132-98,北部東小学校,北部中学校,,,,,,,,,,,,,,,,四王子橋バス停,10,空,相談,他社,専任,,"1,180",,,木造,,203.35,,宅地,102.68,,3LDK,所有権,,,Sep-88,完成済み,中古,東側:公道:幅員4.97m:間口13m,,,,,,,2,,,,,,,,,準住居,,市街化区域,60,200,プロパンガス（個別）:下水道,,有限会社吉弥ハウジングサポート,096-345-0180,096-345-0183,,,2019/3/12 12:07,,,,,,,,,,,,,32.8582885,130.7203621
48688195,北区植木町富応　分譲地1号地,,土地,売地,売地,売地,公開,熊本県,熊本市北区,植木町富応,1364番7　1号地,田原小学校,鹿南中学校,,,,,,,,,,,,,,,,田原小下バス停,10,,即,他社,媒介,,328,,,,,285,,雑種地,,,,所有権,,,,,,東側:私道:幅員5m:間口3m， 南側:私道:幅員5m:間口6m,,,,,,,,,,,,,,,,無指定,法34条11号指定区域（集落内開発指定区域）,市街化調整区域,40,80,上水道:下水道:電気,,株式会社コウナン・レクセル,096-359-2426,096-354-2553,,,2019/3/19 15:51,,,,,,,,,,,,,32.9085292,130.66346
48688151,南区美登里町,,土地,売地,売地,売地,公開,熊本県,熊本市南区,美登里町,380番地2,中緑小学校,天明中学校,,,,,,,,,,,,,,,,中緑バス停,5,上物有,相談,他社,専属専任,・建物解体渡し相談可・再建築時、都市計画法第42条許可必用（費用負担有り）北側及び西側の境より　約2mは30度の傾斜施工の為、敷地有効面積が減少します。・浄化槽設置費用必要,750,,,,,476.45,,宅地,,,,所有権,,,,,,南側:公道:幅員4m:間口3m,,,無,,,,,,,,,,,,,無指定,集落内開発制度区域内,市街化調整区域,40,80,プロパンガス（個別）:上水道:浄化槽（個別）,,株式会社COCOプランナーズ,096-383-4445,096-383-4445,,,2019/3/12 11:32,,,,,,,,,,,,,32.7344614,130.6610349
48688143,南区鳶町　分譲地5号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,鳶町,2丁目9-11　5号地,力合西小学校,力合中学校,,,,,,,,,,,,,,,,鳶町バス停,2,その他,期日指定,他社,媒介,引渡しは3月下旬以降の予定,"1,120",,,,,151.29,,宅地,,,,所有権,,,,,,西側:私道:幅員4.02m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,セットバック済,オフィスオレンジ,096-273-9877,096-273-9878,,,2019/4/26 18:19,,,,,,,,,,,,,32.7593742,130.6751466
48688141,南区鳶町　分譲地4号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,鳶町,2丁目9-11　4号地,力合西小学校,力合中学校,,,,,,,,,,,,,,,,鳶町バス停,2,その他,期日指定,他社,媒介,引渡しは3月下旬以降の予定,"1,090",,,,,151.05,,宅地,,,,所有権,,,,,,北側:私道:幅員4.02m:間口7.894m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,セットバック済,オフィスオレンジ,096-273-9877,096-273-9878,,,2019/4/26 18:19,,,,,,,,,,,,,32.7593742,130.6751466
48688095,南区鳶町　分譲地3号地,,土地,売地,売地,売地,公開,熊本県,熊本市南区,鳶町,2丁目9-11　3号地,力合西小学校,力合中学校,,,,,,,,,,,,,,,,鳶町バス停,2,その他,期日指定,他社,媒介,引渡しは3月下旬以降の予定,"1,070",,,,,151.06,,宅地,,,,所有権,,,,,,北側:私道:幅員4.02m:間口6.207m,,,,,,,,,,,,,,,,1種低層,,市街化区域,40,80,,セットバック済,オフィスオレンジ,096-273-9877,096-273-9878,,,2019/4/26 18:19,,,,,,,,,,,,,32.7593742,130.6751466
48688068,南区良町,,土地,売地,売地,売地,公開,熊本県,熊本市南区,良町,1丁目15-2,田迎南小学校,託麻中学校,,,,,,,,,,,,,,,,下乙バス停,3,更地,相談,他社,専属専任,実測面積：126.63㎡上下水道管前面道路有り受益者負担金済（下水道）屋外広告：第2種許可地域,980,,,,,122.34,,宅地,,,,所有権,,,,,,北西側:公道:幅員4.5m， 北東側:私道:幅員4m,,,,,,,,,,,,,,,,1種中高,,市街化区域,60,150,,閑静な住宅街,有限会社ウチダ,096-368-7030,096-367-1423,,,2019/3/12 10:44,,,,,,,,,,,,,32.760761,130.7230749
48662643,中央区帯山,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,帯山,3丁目21-29,帯山小学校,帯山中学校,,,,,,,,,,,,,,,,帯山バス停,3,更地,相談,他社,媒介,公簿面積：452.19㎡の一部確定面積ではない為形状・面積に若干の誤差が生じます。南川空き地部分の持分を2分の1所有権移転します。,"2,950",,,,,325.78,,宅地,,,,所有権,,,,,,東側:公道:幅員4m,,,,,,,,,,,,,,,,1種中高,法22条区域,市街化区域,60,150,上水道:下水道,,株式会社ルミナスホーム,096-385-0837,096-387-3117,,,2019/5/23 13:17,,,,,,,,,,,,,32.799315,130.7540916
48662642,中央区黒髪,,土地,売地,売地,売地,公開,熊本県,熊本市中央区,黒髪,5丁目11-10,,,,,,,,,,,,,,,,,,一里木バス停,3,更地,即,他社,専属専任,外構ブロック2方有り,"1,480",,,,,218.5,,宅地,,,,所有権,,,,,,北側:公道:幅員4m:間口11.6m， 西側:公道:幅員4m:間口17.5m,,,無,,,,,,,,,,,,,1種中高,,市街化区域,60,150,都市ガス:プロパンガス（個別）:上水道:下水道:電気:側溝,セットバック済:角地,日義不動産商事,096-345-0201,096-345-0285,,,2019/3/14 12:38,,,,,,,,,,,,,32.8172161,130.7343702
